Age,Workclass,Education,Occupation,Marital Status,Relationship,Race,Sex,Native Country,Salary
*,*,Some-college,Other,*,Unmarried,*,*,*,36
*,*,Some-college,Nontechnical,*,Married,*,*,*,54
*,*,Bachelors,Other,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,49
*,*,Some-college,Nontechnical,*,Married,*,*,*,53
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,9th,Other,*,Married,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,9th,Other,*,Unmarried,*,*,*,45
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,47
*,*,HS-grad,Other,*,Married,*,*,*,54
*,*,Doctorate,Technical,*,Married,*,*,*,74
*,*,Masters,Nontechnical,*,Married,*,*,*,87
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,48
*,*,11th,Nontechnical,*,Married,*,*,*,42
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,36
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,38
*,*,Some-college,Nontechnical,*,Married,*,*,*,64
*,*,Masters,Technical,*,Unmarried,*,*,*,45
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,Some-college,Other,*,Married,*,*,*,81
*,*,9th,Nontechnical,*,Unmarried,*,*,*,38
*,*,Bachelors,Nontechnical,*,Married,*,*,*,96
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,10th,Technical,*,Married,*,*,*,43
*,*,Some-college,Technical,*,Married,*,*,*,72
*,*,Masters,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,40
*,*,Some-college,Other,*,Married,*,*,*,35
*,*,Masters,*,*,Unmarried,*,*,*,37
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,HS-grad,*,*,Married,*,*,*,38
*,*,7th-8th,Nontechnical,*,Married,*,*,*,39
*,*,HS-grad,Other,*,Married,*,*,*,34
*,*,Some-college,Other,*,Married,*,*,*,47
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,49
*,*,Bachelors,Technical,*,Married,*,*,*,52
*,*,Some-college,*,*,Unmarried,*,*,*,35
*,*,Some-college,Other,*,Unmarried,*,*,*,28
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,36
*,*,Masters,Other,*,Unmarried,*,*,*,38
*,*,Some-college,Other,*,Married,*,*,*,36
*,*,Assoc-voc,*,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,29
*,*,Some-college,Technical,*,Unmarried,*,*,*,52
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,31
*,*,Doctorate,Technical,*,Unmarried,*,*,*,56
*,*,HS-grad,Nontechnical,*,Married,*,*,*,31
*,*,Bachelors,Other,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Married,*,*,*,34
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,38
*,*,5th-6th,Technical,*,Married,*,*,*,48
*,*,HS-grad,Other,*,Married,*,*,*,41
*,*,Bachelors,Technical,*,Married,*,*,*,35
*,*,HS-grad,*,*,Unmarried,*,*,*,31
*,*,9th,*,*,Unmarried,*,*,*,30
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,39
*,*,7th-8th,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Married,*,*,*,43
*,*,Assoc-acdm,Other,*,Married,*,*,*,53
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,44
*,*,Bachelors,Technical,*,Married,*,*,*,51
*,*,Bachelors,Other,*,Married,*,*,*,29
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,42
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,37
*,*,11th,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Nontechnical,*,Married,*,*,*,32
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,42
*,*,12th,Technical,*,Unmarried,*,*,*,44
*,*,Masters,Technical,*,Unmarried,*,*,*,85
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,43
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,38
*,*,5th-6th,*,*,Married,*,*,*,40
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,Some-college,*,*,Unmarried,*,*,*,48
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,37
*,*,Some-college,*,*,Unmarried,*,*,*,48
*,*,7th-8th,Technical,*,Married,*,*,*,52
*,*,Bachelors,Other,*,Unmarried,*,*,*,37
*,*,Bachelors,Nontechnical,*,Married,*,*,*,86
*,*,HS-grad,Other,*,Unmarried,*,*,*,38
*,*,Masters,Technical,*,Unmarried,*,*,*,52
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,28
*,*,Some-college,Nontechnical,*,Married,*,*,*,37
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,46
*,*,HS-grad,Nontechnical,*,Married,*,*,*,42
*,*,HS-grad,Technical,*,Married,*,*,*,89
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,40
*,*,10th,*,*,Unmarried,*,*,*,31
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,HS-grad,Technical,*,Unmarried,*,*,*,43
*,*,HS-grad,Nontechnical,*,Married,*,*,*,48
*,*,5th-6th,Other,*,Married,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,10th,Nontechnical,*,Unmarried,*,*,*,38
*,*,Bachelors,Nontechnical,*,Married,*,*,*,54
*,*,Some-college,Other,*,Married,*,*,*,37
*,*,Masters,Nontechnical,*,Married,*,*,*,61
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,44
*,*,HS-grad,Technical,*,Married,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,56
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,33
*,*,Assoc-voc,Technical,*,Married,*,*,*,49
*,*,Masters,Technical,*,Unmarried,*,*,*,88
*,*,7th-8th,Other,*,Married,*,*,*,41
*,*,HS-grad,Nontechnical,*,Married,*,*,*,43
*,*,Bachelors,Nontechnical,*,Married,*,*,*,106
*,*,Bachelors,Other,*,Unmarried,*,*,*,49
*,*,Some-college,Nontechnical,*,Married,*,*,*,33
*,*,Some-college,*,*,Unmarried,*,*,*,37
*,*,HS-grad,*,*,Unmarried,*,*,*,41
*,*,9th,Nontechnical,*,Unmarried,*,*,*,71
*,*,HS-grad,Nontechnical,*,Married,*,*,*,29
*,*,HS-grad,Other,*,Married,*,*,*,43
*,*,Bachelors,Technical,*,Unmarried,*,*,*,61
*,*,HS-grad,Nontechnical,*,Married,*,*,*,47
*,*,12th,Other,*,Unmarried,*,*,*,33
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,Bachelors,Other,*,Unmarried,*,*,*,41
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,Bachelors,Other,*,Unmarried,*,*,*,41
*,*,11th,Other,*,Unmarried,*,*,*,43
*,*,Bachelors,Other,*,Unmarried,*,*,*,72
*,*,9th,Technical,*,Unmarried,*,*,*,35
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,Nontechnical,*,Married,*,*,*,81
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Married,*,*,*,37
*,*,Assoc-voc,Technical,*,Married,*,*,*,34
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,90
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,58
*,*,Some-college,Nontechnical,*,Married,*,*,*,52
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,42
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,44
*,*,Masters,Technical,*,Unmarried,*,*,*,48
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,28
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Some-college,Nontechnical,*,Married,*,*,*,50
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Some-college,Nontechnical,*,Married,*,*,*,44
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,HS-grad,Other,*,Married,*,*,*,33
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,Some-college,Other,*,Married,*,*,*,37
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,Bachelors,Other,*,Unmarried,*,*,*,44
*,*,Bachelors,Nontechnical,*,Married,*,*,*,100
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,38
*,*,Masters,Other,*,Married,*,*,*,43
*,*,HS-grad,Technical,*,Married,*,*,*,43
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,53
*,*,Assoc-voc,Technical,*,Married,*,*,*,38
*,*,Some-college,Other,*,Married,*,*,*,68
*,*,Prof-school,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,Other,*,Unmarried,*,*,*,41
*,*,9th,Technical,*,Unmarried,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,75
*,*,Some-college,Nontechnical,*,Married,*,*,*,101
*,*,Some-college,Technical,*,Married,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,*,*,Unmarried,*,*,*,34
*,*,5th-6th,Technical,*,Married,*,*,*,48
*,*,12th,Technical,*,Married,*,*,*,46
*,*,HS-grad,Nontechnical,*,Married,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,33
*,*,HS-grad,Technical,*,Unmarried,*,*,*,33
*,*,10th,*,*,Unmarried,*,*,*,37
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,35
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,45
*,*,11th,Technical,*,Unmarried,*,*,*,39
*,*,Bachelors,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Technical,*,Unmarried,*,*,*,40
*,*,Assoc-voc,Other,*,Married,*,*,*,46
*,*,Bachelors,Technical,*,Married,*,*,*,45
*,*,HS-grad,Technical,*,Married,*,*,*,58
*,*,Some-college,Other,*,Married,*,*,*,50
*,*,Masters,Technical,*,Married,*,*,*,75
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,39
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,39
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,10th,Technical,*,Unmarried,*,*,*,35
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,36
*,*,Assoc-voc,Nontechnical,*,Unmarried,*,*,*,33
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,*,*,Unmarried,*,*,*,29
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,46
*,*,Prof-school,Technical,*,Married,*,*,*,100
*,*,HS-grad,Other,*,Married,*,*,*,25
*,*,HS-grad,Technical,*,Married,*,*,*,42
*,*,Some-college,Other,*,Unmarried,*,*,*,36
*,*,Some-college,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Technical,*,Married,*,*,*,51
*,*,Bachelors,Nontechnical,*,Married,*,*,*,60
*,*,Some-college,Technical,*,Married,*,*,*,61
*,*,10th,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,49
*,*,7th-8th,Technical,*,Married,*,*,*,49
*,*,10th,Technical,*,Unmarried,*,*,*,43
*,*,Some-college,Nontechnical,*,Married,*,*,*,39
*,*,HS-grad,Technical,*,Married,*,*,*,100
*,*,Assoc-voc,Technical,*,Married,*,*,*,50
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,34
*,*,Masters,Nontechnical,*,Married,*,*,*,52
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,*,*,Unmarried,*,*,*,41
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,44
*,*,Bachelors,Technical,*,Married,*,*,*,75
*,*,HS-grad,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Masters,Other,*,Married,*,*,*,60
*,*,Bachelors,Other,*,Unmarried,*,*,*,29
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,37
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,Some-college,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,11th,Nontechnical,*,Unmarried,*,*,*,43
*,*,Assoc-acdm,Other,*,Married,*,*,*,30
*,*,1st-4th,Other,*,Unmarried,*,*,*,28
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,33
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,42
*,*,Bachelors,Technical,*,Unmarried,*,*,*,81
*,*,Some-college,Other,*,Unmarried,*,*,*,43
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,Some-college,Technical,*,Married,*,*,*,41
*,*,Bachelors,Technical,*,Married,*,*,*,71
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,33
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,Some-college,Other,*,Married,*,*,*,49
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,65
*,*,10th,Technical,*,Unmarried,*,*,*,34
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,30
*,*,Some-college,*,*,Unmarried,*,*,*,29
*,*,5th-6th,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,*,*,Married,*,*,*,27
*,*,Masters,Technical,*,Married,*,*,*,61
*,*,Some-college,Technical,*,Married,*,*,*,46
*,*,Doctorate,Technical,*,Unmarried,*,*,*,100
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,Bachelors,Other,*,Unmarried,*,*,*,29
*,*,Some-college,Other,*,Married,*,*,*,45
*,*,Masters,Technical,*,Married,*,*,*,83
*,*,Masters,Technical,*,Married,*,*,*,83
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,41
*,*,5th-6th,Nontechnical,*,Married,*,*,*,34
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,Assoc-acdm,Nontechnical,*,Married,*,*,*,101
*,*,Masters,Nontechnical,*,Married,*,*,*,64
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,45
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,Bachelors,Other,*,Unmarried,*,*,*,43
*,*,Some-college,Nontechnical,*,Married,*,*,*,52
*,*,10th,*,*,Unmarried,*,*,*,39
*,*,Masters,Technical,*,Married,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,Nontechnical,*,Married,*,*,*,42
*,*,11th,Nontechnical,*,Unmarried,*,*,*,38
*,*,10th,Technical,*,Married,*,*,*,41
*,*,Some-college,Nontechnical,*,Married,*,*,*,79
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,Some-college,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Nontechnical,*,Married,*,*,*,33
*,*,Some-college,Other,*,Unmarried,*,*,*,47
*,*,Some-college,Technical,*,Married,*,*,*,70
*,*,7th-8th,*,*,Unmarried,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,43
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,Bachelors,Technical,*,Married,*,*,*,45
*,*,10th,*,*,Unmarried,*,*,*,26
*,*,HS-grad,Nontechnical,*,Married,*,*,*,51
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,Some-college,Technical,*,Married,*,*,*,52
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,36
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,43
*,*,Bachelors,Other,*,Married,*,*,*,36
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,103
*,*,Some-college,Other,*,Married,*,*,*,36
*,*,Bachelors,Other,*,Unmarried,*,*,*,40
*,*,Some-college,Technical,*,Married,*,*,*,40
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,27
*,*,HS-grad,Technical,*,Unmarried,*,*,*,36
*,*,Masters,Technical,*,Married,*,*,*,50
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,Some-college,Nontechnical,*,Married,*,*,*,88
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,92
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,39
*,*,Assoc-voc,Technical,*,Married,*,*,*,45
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,48
*,*,Prof-school,Technical,*,Married,*,*,*,96
*,*,Bachelors,Nontechnical,*,Married,*,*,*,66
*,*,HS-grad,*,*,Unmarried,*,*,*,25
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,39
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,41
*,*,Masters,Technical,*,Married,*,*,*,59
*,*,HS-grad,Other,*,Unmarried,*,*,*,32
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Bachelors,Technical,*,Married,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,44
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,49
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,53
*,*,HS-grad,Technical,*,Married,*,*,*,65
*,*,Bachelors,Nontechnical,*,Married,*,*,*,94
*,*,Bachelors,Technical,*,Married,*,*,*,77
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,43
*,*,11th,Other,*,Unmarried,*,*,*,36
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Nontechnical,*,Married,*,*,*,104
*,*,11th,Technical,*,Unmarried,*,*,*,35
*,*,7th-8th,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,33
*,*,Assoc-voc,Other,*,Married,*,*,*,54
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,54
*,*,Doctorate,Other,*,Married,*,*,*,97
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,35
*,*,Masters,Technical,*,Unmarried,*,*,*,51
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,32
*,*,HS-grad,Other,*,Married,*,*,*,38
*,*,Some-college,Other,*,Married,*,*,*,49
*,*,Some-college,Technical,*,Unmarried,*,*,*,43
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,5th-6th,*,*,Married,*,*,*,28
*,*,Assoc-acdm,Other,*,Married,*,*,*,77
*,*,Bachelors,Nontechnical,*,Married,*,*,*,95
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,47
*,*,Some-college,Other,*,Married,*,*,*,49
*,*,Some-college,Technical,*,Unmarried,*,*,*,39
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,37
*,*,Masters,*,*,Married,*,*,*,29
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,Masters,Nontechnical,*,Married,*,*,*,51
*,*,Some-college,Technical,*,Unmarried,*,*,*,47
*,*,5th-6th,Technical,*,Unmarried,*,*,*,40
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,38
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,Masters,Technical,*,Married,*,*,*,61
*,*,12th,Other,*,Married,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,47
*,*,11th,Nontechnical,*,Married,*,*,*,39
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,10th,Nontechnical,*,Unmarried,*,*,*,44
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,Masters,Other,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Married,*,*,*,61
*,*,HS-grad,Technical,*,Unmarried,*,*,*,33
*,*,Some-college,Technical,*,Unmarried,*,*,*,51
*,*,HS-grad,*,*,Married,*,*,*,48
*,*,Assoc-voc,Other,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Unmarried,*,*,*,33
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Assoc-acdm,Nontechnical,*,Married,*,*,*,89
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,7th-8th,Technical,*,Unmarried,*,*,*,46
*,*,9th,Nontechnical,*,Married,*,*,*,40
*,*,HS-grad,Technical,*,Unmarried,*,*,*,52
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,1st-4th,Other,*,Unmarried,*,*,*,28
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Bachelors,Technical,*,Unmarried,*,*,*,39
*,*,Doctorate,Technical,*,Unmarried,*,*,*,87
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Other,*,Married,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,50
*,*,Masters,Other,*,Married,*,*,*,45
*,*,Some-college,Other,*,Unmarried,*,*,*,97
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,10th,Other,*,Unmarried,*,*,*,39
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,Masters,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,*,*,Married,*,*,*,46
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,9th,Nontechnical,*,Married,*,*,*,36
*,*,Doctorate,Nontechnical,*,Married,*,*,*,79
*,*,Bachelors,Technical,*,Unmarried,*,*,*,34
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,Masters,Nontechnical,*,Married,*,*,*,50
*,*,Some-college,Other,*,Unmarried,*,*,*,34
*,*,Some-college,*,*,Married,*,*,*,27
*,*,HS-grad,Other,*,Married,*,*,*,52
*,*,HS-grad,Other,*,Unmarried,*,*,*,26
*,*,11th,Technical,*,Married,*,*,*,41
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,39
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,Other,*,Unmarried,*,*,*,38
*,*,Assoc-voc,Technical,*,Married,*,*,*,64
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,47
*,*,Some-college,Other,*,Married,*,*,*,56
*,*,Bachelors,Other,*,Unmarried,*,*,*,42
*,*,11th,Technical,*,Married,*,*,*,46
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,7th-8th,Technical,*,Married,*,*,*,42
*,*,HS-grad,Technical,*,Married,*,*,*,45
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,Prof-school,Technical,*,Married,*,*,*,100
*,*,HS-grad,Other,*,Unmarried,*,*,*,33
*,*,Bachelors,Nontechnical,*,Married,*,*,*,35
*,*,Some-college,Technical,*,Unmarried,*,*,*,40
*,*,Masters,Technical,*,Married,*,*,*,46
*,*,Prof-school,Technical,*,Married,*,*,*,54
*,*,Doctorate,Technical,*,Married,*,*,*,71
*,*,Some-college,Other,*,Married,*,*,*,100
*,*,HS-grad,Other,*,Married,*,*,*,90
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Prof-school,Technical,*,Unmarried,*,*,*,74
*,*,Assoc-voc,Technical,*,Married,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,5th-6th,Other,*,Unmarried,*,*,*,27
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Married,*,*,*,48
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,*,*,Unmarried,*,*,*,33
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,43
*,*,HS-grad,Nontechnical,*,Married,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,44
*,*,Masters,Other,*,Unmarried,*,*,*,47
*,*,Prof-school,Other,*,Married,*,*,*,53
*,*,Assoc-voc,Nontechnical,*,Unmarried,*,*,*,38
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,45
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Nontechnical,*,Married,*,*,*,43
*,*,1st-4th,Technical,*,Married,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,11th,Technical,*,Married,*,*,*,38
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,9th,Other,*,Unmarried,*,*,*,27
*,*,Some-college,Other,*,Married,*,*,*,35
*,*,1st-4th,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Unmarried,*,*,*,34
*,*,7th-8th,Technical,*,Married,*,*,*,49
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Other,*,Married,*,*,*,47
*,*,9th,Nontechnical,*,Unmarried,*,*,*,39
*,*,Bachelors,Technical,*,Married,*,*,*,97
*,*,Some-college,Nontechnical,*,Married,*,*,*,73
*,*,HS-grad,Technical,*,Married,*,*,*,39
