Age,Workclass,Education,Maritalstatus,Occupation,Race,Sex,Nativecountry,Income
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,Iran,66
19,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Male,Vietnam,60
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,United-States,32
27,Private,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Hong,34
18,Private,HS-grad,Never-married,Sales,White,Female,United-States,47
31,Private,Some-college,Widowed,Adm-clerical,White,Female,United-States,64
49,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,64
26,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,Columbia,55
48,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,56
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,United-States,71
41,Private,HS-grad,Separated,Machine-op-inspct,White,Female,United-States,59
48,State-gov,Assoc-voc,Divorced,Prof-specialty,White,Female,United-States,50
40,Private,Bachelors,Divorced,Exec-managerial,White,Female,United-States,39
70,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,74
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,53
38,Private,5th-6th,Married-civ-spouse,Other-service,White,Male,Mexico,65
37,Self-emp-not-inc,Some-college,Separated,Other-service,White,Female,Cuba,38
49,Private,Some-college,Widowed,Exec-managerial,White,Female,United-States,32
51,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,52
43,Private,1st-4th,Never-married,Sales,White,Male,United-States,68
38,Private,Prof-school,Never-married,Prof-specialty,White,Male,United-States,62
23,Private,7th-8th,Never-married,Other-service,White,Male,Mexico,71
34,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,26
33,Private,Some-college,Never-married,Adm-clerical,White,Male,United-States,56
31,Private,Some-college,Never-married,Farming-fishing,White,Female,United-States,43
64,Private,Some-college,Widowed,Tech-support,White,Female,United-States,49
26,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,El-Salvador,71
55,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,53
61,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,White,Male,United-States,33
37,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,71
78,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,41
27,Federal-gov,Some-college,Never-married,Adm-clerical,Black,Female,United-States,50
49,Private,HS-grad,Divorced,Prof-specialty,White,Male,United-States,67
55,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,45
42,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,United-States,45
61,Private,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,45
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,26
46,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,48
24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,28
27,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,31
47,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,54
18,Private,Some-college,Divorced,Other-service,White,Male,United-States,26
48,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,45
50,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,White,Male,United-States,52
40,State-gov,Masters,Divorced,Prof-specialty,White,Female,United-States,63
56,Self-emp-not-inc,10th,Divorced,Sales,White,Male,United-States,59
34,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,32
56,Federal-gov,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,49
18,Private,11th,Never-married,Other-service,White,Male,United-States,73
21,Private,Some-college,Never-married,Other-service,White,Female,United-States,60
40,Private,HS-grad,Divorced,Tech-support,White,Female,United-States,52
27,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,26
52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,40
46,Private,HS-grad,Divorced,Sales,White,Female,United-States,60
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,27
50,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,United-States,36
19,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,36
20,Private,HS-grad,Never-married,Other-service,White,Male,United-States,51
39,Private,Some-college,Divorced,Exec-managerial,White,Female,United-States,55
24,Private,11th,Never-married,Craft-repair,White,Male,United-States,47
72,Private,Assoc-voc,Widowed,Adm-clerical,White,Female,United-States,28
42,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,United-States,63
51,Private,Bachelors,Divorced,Exec-managerial,Amer-Indian-Eskimo,Male,United-States,67
39,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,51
40,Local-gov,Some-college,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,United-States,58
34,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,34
19,Private,11th,Never-married,Handlers-cleaners,White,Male,Mexico,75
26,Private,HS-grad,Never-married,Exec-managerial,White,Female,United-States,49
45,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,United-States,46
28,Private,Masters,Never-married,Prof-specialty,White,Female,United-States,52
30,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,67
32,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,42
19,Private,Some-college,Never-married,Other-service,White,Female,United-States,56
21,Private,HS-grad,Never-married,Other-service,White,Male,United-States,68
54,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Black,Female,United-States,44
62,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,53
25,Private,Some-college,Never-married,Other-service,White,Male,United-States,45
49,Self-emp-inc,Some-college,Divorced,Exec-managerial,White,Female,United-States,31
32,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,48
37,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,United-States,56
58,Private,HS-grad,Divorced,Sales,White,Female,United-States,69
37,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,33
41,Private,HS-grad,Never-married,Exec-managerial,White,Female,United-States,51
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,43
47,State-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,27
42,Private,HS-grad,Divorced,Other-service,Black,Male,United-States,46
30,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,40
43,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,28
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,31
57,Private,Some-college,Divorced,Exec-managerial,White,Female,United-States,32
46,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,51
32,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,50
20,Private,9th,Never-married,Machine-op-inspct,White,Female,Nicaragua,39
47,Private,Assoc-voc,Divorced,Sales,White,Male,United-States,28
53,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,Greece,31
43,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,59
80,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,United-States,30
24,Private,Some-college,Never-married,Other-service,White,Female,Mexico,31
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,39
22,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,57
40,Private,Some-college,Separated,Exec-managerial,Black,Male,United-States,56
48,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,65
51,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,36
24,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,United-States,30
19,Private,HS-grad,Never-married,Other-service,White,Female,United-States,75
34,Private,Some-college,Divorced,Adm-clerical,White,Female,United-States,36
24,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,69
41,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,Canada,72
24,Private,HS-grad,Divorced,Sales,White,Female,United-States,38
22,Local-gov,Some-college,Never-married,Protective-serv,White,Male,United-States,77
32,Federal-gov,Some-college,Divorced,Adm-clerical,White,Female,United-States,61
41,Private,Bachelors,Divorced,Exec-managerial,White,Female,United-States,34
20,Private,Some-college,Never-married,Other-service,White,Male,United-States,49
31,Private,HS-grad,Never-married,Other-service,Black,Male,United-States,58
55,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,30
26,Private,Bachelors,Never-married,Sales,White,Male,United-States,58
27,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,White,Male,United-States,29
35,Private,HS-grad,Separated,Adm-clerical,White,Female,United-States,37
40,Private,HS-grad,Divorced,Other-service,White,Male,Greece,36
59,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,61
61,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,36
31,Private,HS-grad,Never-married,Sales,Black,Female,United-States,65
43,Federal-gov,Masters,Divorced,Protective-serv,White,Male,United-States,64
61,Private,5th-6th,Never-married,Handlers-cleaners,Black,Male,United-States,43
54,Private,Assoc-acdm,Widowed,Adm-clerical,White,Female,United-States,71
30,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,45
20,Private,Some-college,Never-married,Sales,White,Female,United-States,66
27,State-gov,Masters,Never-married,Prof-specialty,White,Female,Germany,32
44,Self-emp-inc,Some-college,Divorced,Machine-op-inspct,White,Male,United-States,42
64,Private,Some-college,Widowed,Adm-clerical,White,Female,Cuba,39
55,Private,HS-grad,Divorced,Adm-clerical,White,Female,United-States,58
34,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,73
61,Private,HS-grad,Widowed,Sales,White,Female,United-States,29
34,Private,HS-grad,Divorced,Machine-op-inspct,Black,Female,United-States,58
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,37
26,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,67
35,Private,11th,Never-married,Other-service,Amer-Indian-Eskimo,Male,United-States,57
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,76
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,48
17,Private,11th,Never-married,Other-service,Black,Female,United-States,68
35,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,34
33,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,76
25,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,United-States,75
18,Private,10th,Never-married,Sales,White,Male,United-States,73
47,State-gov,Masters,Separated,Prof-specialty,White,Male,United-States,37
44,Private,HS-grad,Widowed,Other-service,Black,Female,United-States,40
41,Private,HS-grad,Divorced,Other-service,White,Female,United-States,46
30,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,35
53,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,United-States,33
53,Private,HS-grad,Widowed,Other-service,Black,Female,United-States,64
40,Private,HS-grad,Married-civ-spouse,Sales,White,Female,United-States,34
24,Private,Some-college,Never-married,Adm-clerical,White,Male,United-States,44
27,Private,Bachelors,Never-married,Sales,White,Male,United-States,76
50,Private,5th-6th,Married-civ-spouse,Transport-moving,White,Male,Mexico,57
36,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,62
41,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,32
41,Private,Masters,Never-married,Prof-specialty,White,Female,United-States,76
31,Private,HS-grad,Never-married,Other-service,White,Female,United-States,45
32,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,68
22,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,70
22,Private,10th,Divorced,Craft-repair,White,Male,United-States,65
18,Local-gov,12th,Never-married,Prof-specialty,White,Male,United-States,58
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,United-States,26
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,United-States,35
35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,74
23,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,74
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,28
36,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,46
63,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,37
39,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,34
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,United-States,30
58,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,77
29,Private,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Japan,50
17,Private,11th,Never-married,Sales,White,Female,United-States,53
40,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,31
69,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,White,Female,United-States,32
28,Private,10th,Divorced,Sales,White,Female,United-States,26
38,Private,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,38
44,Private,Prof-school,Never-married,Prof-specialty,White,Male,United-States,34
45,Local-gov,Prof-school,Divorced,Prof-specialty,Black,Female,United-States,26
33,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Black,Male,United-States,64
41,Local-gov,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,54
37,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,75
50,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,49
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,67
36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,31
21,Private,Some-college,Never-married,Other-service,White,Female,United-States,32
37,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,White,Male,United-States,39
20,State-gov,Some-college,Never-married,Prof-specialty,White,Female,United-States,37
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Female,United-States,34
28,Private,HS-grad,Separated,Sales,White,Female,United-States,26
27,Private,Some-college,Never-married,Prof-specialty,White,Male,United-States,66
33,Private,Assoc-voc,Never-married,Other-service,Black,Female,United-States,37
40,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,United-States,68
47,Private,Masters,Married-civ-spouse,Sales,White,Male,United-States,36
44,Private,1st-4th,Never-married,Machine-op-inspct,White,Female,El-Salvador,43
25,Private,12th,Never-married,Handlers-cleaners,White,Male,United-States,76
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,44
29,Private,Some-college,Married-civ-spouse,Sales,White,Female,United-States,27
30,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,United-States,56
30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,45
56,Self-emp-not-inc,7th-8th,Divorced,Other-service,White,Female,United-States,42
25,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,White,Male,United-States,77
28,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,United-States,41
43,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,35
47,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,United-States,34
46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,53
41,State-gov,Masters,Divorced,Prof-specialty,White,Female,United-States,49
38,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,United-States,38
29,Private,HS-grad,Never-married,Protective-serv,Black,Male,United-States,68
25,Private,5th-6th,Never-married,Craft-repair,White,Male,Mexico,33
56,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,53
31,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,37
22,Private,11th,Never-married,Other-service,White,Male,United-States,40
31,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,42
28,Private,Some-college,Separated,Adm-clerical,White,Female,United-States,27
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,United-States,55
45,Private,Masters,Divorced,Exec-managerial,White,Female,United-States,48
71,Private,Preschool,Widowed,Craft-repair,Black,Male,United-States,45
39,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,55
19,Federal-gov,HS-grad,Married-AF-spouse,Sales,White,Female,United-States,43
34,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,United-States,44
36,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,35
40,Private,HS-grad,Married-spouse-absent,Other-service,White,Female,United-States,37
90,Private,Some-college,Separated,Adm-clerical,White,Female,Puerto-Rico,59
56,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Male,United-States,76
21,Private,HS-grad,Never-married,Prof-specialty,White,Female,United-States,42
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,41
45,Private,Some-college,Separated,Adm-clerical,White,Female,United-States,36
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,68
64,Private,10th,Separated,Other-service,White,Female,United-States,50
29,Local-gov,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Male,Taiwan,41
22,Private,HS-grad,Divorced,Tech-support,White,Female,Germany,74
47,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,Italy,50
67,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,43
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,40
42,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,64
31,Private,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,39
53,Private,11th,Divorced,Other-service,White,Female,United-States,65
81,Private,9th,Widowed,Priv-house-serv,Black,Female,United-States,59
33,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,United-States,43
17,Private,12th,Never-married,Other-service,White,Female,United-States,70
28,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,67
24,Private,Some-college,Never-married,Sales,White,Female,United-States,60
40,Private,HS-grad,Separated,Adm-clerical,White,Female,United-States,38
30,Local-gov,Masters,Never-married,Adm-clerical,White,Female,United-States,73
24,Private,11th,Never-married,Machine-op-inspct,White,Female,United-States,27
26,Private,Masters,Married-civ-spouse,Sales,White,Female,United-States,72
38,Private,Some-college,Divorced,Sales,White,Female,United-States,57
30,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,47
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,51
40,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,39
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,49
23,Private,7th-8th,Never-married,Craft-repair,White,Male,United-States,52
56,Private,HS-grad,Divorced,Craft-repair,Black,Male,United-States,36
42,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,United-States,45
40,Private,HS-grad,Never-married,Craft-repair,White,Male,Canada,67
49,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States,43
52,Private,HS-grad,Divorced,Machine-op-inspct,Black,Female,United-States,47
28,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,57
35,Private,10th,Married-civ-spouse,Transport-moving,White,Male,United-States,36
43,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,United-States,67
29,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,Italy,67
23,Private,Bachelors,Never-married,Machine-op-inspct,White,Male,United-States,77
50,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,27
34,Private,Some-college,Never-married,Other-service,Black,Male,United-States,31
19,Private,HS-grad,Never-married,Other-service,White,Male,United-States,26
47,Private,11th,Married-civ-spouse,Machine-op-inspct,Black,Female,United-States,43
37,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,United-States,35
25,Private,HS-grad,Never-married,Sales,Black,Female,United-States,58
75,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,68
24,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,41
28,State-gov,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Male,United-States,74
17,Local-gov,11th,Never-married,Other-service,White,Female,United-States,28
31,Private,HS-grad,Never-married,Craft-repair,Black,Male,United-States,44
31,Private,Preschool,Never-married,Other-service,White,Female,Mexico,47
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,52
31,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,52
27,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,71
48,Private,Some-college,Widowed,Exec-managerial,Black,Female,United-States,74
34,Private,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,United-States,77
26,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,United-States,29
53,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,70
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,52
49,Local-gov,Masters,Separated,Prof-specialty,White,Female,United-States,37
40,Private,Some-college,Divorced,Exec-managerial,White,Female,United-States,47
48,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,White,Male,United-States,60
23,Private,Bachelors,Never-married,Prof-specialty,White,Male,United-States,48
42,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,United-States,28
37,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,United-States,32
27,Private,HS-grad,Never-married,Craft-repair,White,Female,United-States,58
38,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,43
27,Private,HS-grad,Never-married,Craft-repair,White,Male,Ireland,58
75,Private,HS-grad,Widowed,Adm-clerical,White,Female,United-States,58
49,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,39
27,Private,Some-college,Never-married,Sales,White,Male,United-States,77
36,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,White,Male,Mexico,75
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,35
35,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,United-States,29
36,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,60
53,Private,11th,Married-civ-spouse,Craft-repair,Black,Male,United-States,48
27,Private,Some-college,Never-married,Adm-clerical,Black,Female,United-States,67
34,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,58
61,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,36
29,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,United-States,73
40,State-gov,Some-college,Divorced,Adm-clerical,Black,Female,United-States,37
37,Private,Masters,Never-married,Exec-managerial,White,Male,United-States,34
22,Private,9th,Never-married,Handlers-cleaners,White,Male,United-States,39
43,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,39
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,69
28,Private,Some-college,Divorced,Adm-clerical,White,Female,United-States,73
23,Private,Bachelors,Never-married,Other-service,White,Female,United-States,34
64,Local-gov,11th,Married-civ-spouse,Craft-repair,Black,Male,United-States,60
46,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,72
29,Private,Some-college,Never-married,Craft-repair,White,Male,United-States,49
44,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,India,39
20,Private,Some-college,Never-married,Prof-specialty,White,Male,United-States,65
62,Self-emp-not-inc,Some-college,Divorced,Sales,White,Male,United-States,45
49,Private,Assoc-voc,Never-married,Exec-managerial,White,Female,Columbia,48
29,Private,10th,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Female,United-States,26
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,Japan,67
39,Local-gov,11th,Married-civ-spouse,Transport-moving,White,Male,United-States,37
39,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,68
37,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,United-States,51
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,Mexico,41
31,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,43
55,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,United-States,66
38,Private,Some-college,Separated,Other-service,White,Female,United-States,49
33,Private,Some-college,Divorced,Sales,White,Female,United-States,72
25,Private,Assoc-acdm,Never-married,Adm-clerical,White,Female,United-States,47
37,Private,Assoc-voc,Divorced,Tech-support,White,Female,United-States,27
49,Private,Some-college,Divorced,Tech-support,White,Male,United-States,45
26,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,44
35,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,72
44,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Female,United-States,28
37,Private,Masters,Separated,Exec-managerial,White,Male,United-States,47
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,41
64,State-gov,Doctorate,Never-married,Prof-specialty,White,Female,United-States,48
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,51
35,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,White,Male,United-States,54
40,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,47
55,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,76
21,Private,HS-grad,Never-married,Farming-fishing,White,Male,United-States,30
49,Private,Some-college,Never-married,Exec-managerial,Black,Female,United-States,35
51,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,United-States,30
57,Private,Prof-school,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines,32
51,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,39
24,Private,HS-grad,Never-married,Sales,White,Female,United-States,35
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,England,38
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,67
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,70
22,Private,Some-college,Never-married,Other-service,White,Male,United-States,28
28,State-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,51
60,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,United-States,32
31,Private,HS-grad,Separated,Machine-op-inspct,White,Female,United-States,69
47,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,41
30,Private,HS-grad,Married-AF-spouse,Adm-clerical,White,Male,United-States,34
61,Private,Masters,Married-civ-spouse,Sales,White,Male,United-States,50
71,Local-gov,Bachelors,Widowed,Prof-specialty,White,Female,United-States,63
42,Private,HS-grad,Divorced,Adm-clerical,White,Female,United-States,45
44,Local-gov,12th,Married-civ-spouse,Craft-repair,White,Male,United-States,73
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,United-States,66
50,Local-gov,Prof-school,Never-married,Exec-managerial,Black,Female,United-States,54
27,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,30
21,Private,Some-college,Never-married,Adm-clerical,White,Female,Mexico,52
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,49
61,Private,5th-6th,Divorced,Transport-moving,White,Male,United-States,58
54,Private,Some-college,Divorced,Adm-clerical,White,Male,United-States,50
31,Private,Bachelors,Never-married,Sales,White,Male,United-States,57
53,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,United-States,31
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,United-States,67
