Age,Workclass,Education,Maritalstatus,Occupation,Race,Sex,Nativecountry,Income
44,Private,11th,Separated,Other-service,Black,Female,United-States,42
40,Private,HS-grad,Separated,Transport-moving,Black,Female,United-States,39
48,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,46
26,Private,Assoc-voc,Separated,Adm-clerical,White,Female,United-States,62
22,Private,HS-grad,Never-married,Sales,White,Female,United-States,26
43,Private,HS-grad,Divorced,Exec-managerial,White,Female,United-States,77
37,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Female,United-States,68
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Laos,26
41,Private,HS-grad,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,United-States,62
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,35
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,51
20,Private,HS-grad,Never-married,Transport-moving,Black,Male,United-States,51
36,Private,Bachelors,Divorced,Adm-clerical,White,Female,United-States,63
32,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Asian-Pac-Islander,Male,United-States,64
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,26
25,State-gov,Some-college,Divorced,Protective-serv,White,Male,United-States,53
40,Private,Masters,Never-married,Exec-managerial,White,Male,United-States,32
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,48
17,Private,11th,Never-married,Other-service,White,Female,United-States,56
29,Private,HS-grad,Never-married,Sales,White,Female,United-States,45
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Taiwan,64
24,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners,White,Male,United-States,68
29,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,67
45,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,Canada,63
30,Private,12th,Married-civ-spouse,Craft-repair,White,Male,United-States,44
19,Private,Some-college,Never-married,Adm-clerical,White,Male,United-States,63
59,Private,10th,Married-civ-spouse,Transport-moving,White,Male,United-States,33
47,Private,7th-8th,Married-spouse-absent,Other-service,White,Female,United-States,32
41,Private,Some-college,Married-civ-spouse,Tech-support,Black,Male,United-States,30
28,Private,Assoc-acdm,Never-married,Prof-specialty,White,Male,France,59
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,United-States,26
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,42
66,State-gov,10th,Divorced,Other-service,Black,Female,United-States,30
44,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,United-States,61
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,32
21,Private,7th-8th,Never-married,Other-service,White,Male,Mexico,64
59,Private,9th,Widowed,Other-service,Black,Female,United-States,44
35,Local-gov,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,51
45,Private,9th,Married-civ-spouse,Adm-clerical,Black,Male,United-States,63
30,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,56
33,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,Jamaica,77
26,Private,Some-college,Never-married,Sales,White,Female,United-States,49
48,Private,Some-college,Separated,Sales,Black,Female,United-States,66
31,Private,HS-grad,Never-married,Sales,Asian-Pac-Islander,Female,United-States,43
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,65
48,Private,HS-grad,Divorced,Prof-specialty,White,Female,United-States,58
30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,56
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,26
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,49
38,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,59
34,Private,Some-college,Never-married,Other-service,White,Male,United-States,47
45,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,47
33,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,United-States,69
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Female,United-States,35
22,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,United-States,27
35,Private,HS-grad,Divorced,Other-service,White,Female,United-States,66
45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,United-States,72
17,Private,11th,Never-married,Farming-fishing,White,Male,United-States,51
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,35
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,48
33,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,44
25,Private,Bachelors,Never-married,Sales,White,Female,United-States,55
64,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,75
62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,58
32,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,United-States,51
17,Private,11th,Never-married,Sales,White,Male,United-States,38
61,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,77
40,State-gov,Doctorate,Never-married,Prof-specialty,Black,Female,United-States,33
21,Private,HS-grad,Never-married,Exec-managerial,White,Female,United-States,67
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,28
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,56
29,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,United-States,36
27,Federal-gov,Assoc-acdm,Never-married,Transport-moving,Black,Male,United-States,76
20,Private,Assoc-acdm,Never-married,Adm-clerical,White,Female,United-States,45
51,Local-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,67
45,Private,HS-grad,Separated,Machine-op-inspct,Black,Female,United-States,62
31,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,45
29,Private,HS-grad,Never-married,Tech-support,Black,Male,United-States,51
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,Canada,77
55,Self-emp-not-inc,Some-college,Divorced,Tech-support,White,Female,United-States,75
26,Private,Some-college,Never-married,Tech-support,White,Male,United-States,58
46,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,29
32,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,55
28,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,56
27,Private,7th-8th,Never-married,Other-service,White,Male,Guatemala,34
23,Private,9th,Married-spouse-absent,Craft-repair,White,Male,Mexico,34
59,Private,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,70
26,Private,12th,Never-married,Craft-repair,Other,Male,Guatemala,46
36,Private,10th,Never-married,Handlers-cleaners,White,Male,United-States,65
18,Private,HS-grad,Never-married,Sales,White,Female,United-States,69
33,Private,9th,Divorced,Handlers-cleaners,White,Male,United-States,67
60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,White,Female,Germany,54
40,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,Mexico,36
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,27
27,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,33
19,Private,Some-college,Never-married,Other-service,White,Male,United-States,26
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,52
26,Private,Some-college,Divorced,Craft-repair,White,Male,United-States,47
45,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,United-States,68
20,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,26
32,Federal-gov,HS-grad,Divorced,Craft-repair,White,Male,United-States,52
22,Private,Some-college,Never-married,Handlers-cleaners,White,Female,United-States,53
22,Private,HS-grad,Never-married,Adm-clerical,White,Male,United-States,50
38,State-gov,HS-grad,Never-married,Other-service,Black,Female,United-States,32
34,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,42
46,Private,1st-4th,Widowed,Other-service,Other,Female,Mexico,43
39,Private,Bachelors,Divorced,Exec-managerial,White,Female,United-States,65
79,Self-emp-not-inc,HS-grad,Widowed,Other-service,White,Female,United-States,26
24,Private,HS-grad,Never-married,Sales,White,Male,Dominican-Republic,61
31,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,52
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Vietnam,77
23,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,41
31,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,El-Salvador,47
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,60
22,State-gov,Bachelors,Never-married,Prof-specialty,White,Female,United-States,44
55,Local-gov,HS-grad,Divorced,Other-service,White,Female,United-States,40
43,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,26
23,Private,7th-8th,Never-married,Farming-fishing,Other,Male,Mexico,60
29,Private,HS-grad,Never-married,Adm-clerical,White,Male,Mexico,62
22,Private,Assoc-voc,Never-married,Other-service,White,Female,Mexico,63
22,Private,Some-college,Never-married,Sales,White,Male,United-States,68
25,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,30
29,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,65
25,State-gov,Some-college,Never-married,Transport-moving,Black,Male,United-States,36
33,Federal-gov,HS-grad,Never-married,Exec-managerial,White,Female,United-States,69
33,Private,Bachelors,Never-married,Prof-specialty,White,Male,United-States,56
31,Private,Doctorate,Never-married,Prof-specialty,White,Female,United-States,31
30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,63
55,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,48
36,Private,12th,Never-married,Exec-managerial,White,Male,United-States,65
28,Private,Bachelors,Never-married,Sales,White,Male,United-States,61
42,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,36
51,Private,Assoc-acdm,Divorced,Exec-managerial,White,Male,Germany,71
62,Local-gov,Bachelors,Divorced,Prof-specialty,Black,Female,United-States,36
65,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,United-States,69
23,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,46
47,Private,7th-8th,Married-civ-spouse,Craft-repair,Black,Male,United-States,56
50,Self-emp-inc,HS-grad,Divorced,Exec-managerial,White,Female,United-States,57
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,65
37,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,29
31,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,39
76,Private,10th,Widowed,Sales,Black,Female,United-States,58
54,Private,Bachelors,Divorced,Sales,Black,Female,United-States,75
32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,40
31,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,52
31,Federal-gov,Bachelors,Divorced,Protective-serv,White,Male,United-States,29
65,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,United-States,50
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,Ireland,64
21,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,64
40,Federal-gov,Masters,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Philippines,67
26,State-gov,Some-college,Never-married,Craft-repair,White,Female,United-States,29
18,Private,11th,Never-married,Other-service,White,Female,United-States,48
34,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,49
44,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,White,Male,United-States,41
30,Private,Assoc-acdm,Never-married,Tech-support,White,Female,United-States,62
36,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,White,Male,United-States,76
31,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,34
22,Private,Some-college,Never-married,Sales,White,Male,United-States,69
23,Private,HS-grad,Never-married,Sales,Asian-Pac-Islander,Male,United-States,72
49,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,76
39,Self-emp-not-inc,Bachelors,Separated,Craft-repair,White,Male,United-States,64
19,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,76
30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,United-States,33
25,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Female,Cambodia,27
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,70
37,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,51
41,Federal-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,50
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,65
44,Private,HS-grad,Divorced,Adm-clerical,White,Female,United-States,55
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,55
58,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Black,Male,United-States,41
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,37
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,56
29,Private,Assoc-voc,Never-married,Adm-clerical,Black,Female,United-States,43
46,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,51
36,Local-gov,HS-grad,Never-married,Transport-moving,Asian-Pac-Islander,Male,United-States,64
59,Local-gov,Bachelors,Never-married,Adm-clerical,White,Male,United-States,67
29,Private,12th,Married-civ-spouse,Transport-moving,White,Male,Mexico,64
25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,36
27,Private,Assoc-acdm,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines,71
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,49
51,Federal-gov,Doctorate,Never-married,Prof-specialty,White,Female,United-States,47
36,Private,HS-grad,Divorced,Transport-moving,White,Male,United-States,74
42,Local-gov,11th,Divorced,Sales,White,Male,Puerto-Rico,65
49,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,28
33,Private,Some-college,Never-married,Tech-support,White,Male,United-States,34
40,Private,Bachelors,Divorced,Sales,White,Male,United-States,67
26,Private,Bachelors,Never-married,Prof-specialty,White,Female,United-States,50
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,Italy,73
30,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,69
31,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,United-States,68
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,64
27,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,49
56,Private,Assoc-acdm,Divorced,Adm-clerical,White,Female,United-States,64
24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,68
47,Private,Bachelors,Divorced,Sales,White,Female,United-States,68
51,Private,Bachelors,Never-married,Prof-specialty,Black,Male,United-States,48
34,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,56
47,Private,HS-grad,Divorced,Other-service,Black,Male,United-States,36
47,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,28
20,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Vietnam,57
31,Private,11th,Divorced,Other-service,White,Female,United-States,73
42,Private,Assoc-voc,Divorced,Other-service,White,Female,United-States,56
52,Private,5th-6th,Married-spouse-absent,Craft-repair,White,Male,Mexico,55
56,Private,HS-grad,Widowed,Adm-clerical,White,Female,United-States,41
53,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,39
26,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,45
81,Private,Some-college,Divorced,Adm-clerical,White,Female,United-States,56
57,Federal-gov,Some-college,Divorced,Prof-specialty,White,Male,United-States,75
34,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,30
24,Private,Assoc-voc,Never-married,Tech-support,Black,Female,United-States,30
20,Private,HS-grad,Never-married,Other-service,White,Male,United-States,38
68,Federal-gov,Some-college,Divorced,Adm-clerical,Black,Female,United-States,50
60,Private,HS-grad,Separated,Sales,White,Female,United-States,45
37,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,76
25,Private,7th-8th,Never-married,Handlers-cleaners,White,Male,United-States,64
36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,51
45,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,United-States,59
34,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,40
31,Private,Bachelors,Separated,Exec-managerial,White,Female,United-States,76
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,United-States,44
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,73
75,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,54
43,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,45
18,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,60
25,Private,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines,64
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,73
32,Private,HS-grad,Never-married,Sales,White,Female,United-States,56
57,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,52
43,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,50
18,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,United-States,69
41,Local-gov,Bachelors,Separated,Prof-specialty,Black,Female,United-States,58
48,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,Dominican-Republic,47
35,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,76
41,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,United-States,31
23,Private,HS-grad,Never-married,Craft-repair,Black,Female,United-States,44
32,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,United-States,35
33,Private,HS-grad,Never-married,Craft-repair,White,Male,El-Salvador,69
58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,71
22,Private,Some-college,Never-married,Sales,White,Male,United-States,38
33,Private,Some-college,Divorced,Other-service,White,Female,United-States,43
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,48
25,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,39
39,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,United-States,40
35,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,36
50,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,32
49,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,59
25,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,53
47,Federal-gov,Some-college,Divorced,Adm-clerical,Black,Female,United-States,73
46,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,76
42,State-gov,Assoc-acdm,Divorced,Prof-specialty,Black,Male,United-States,30
37,Private,11th,Never-married,Transport-moving,White,Male,United-States,77
25,Private,Bachelors,Never-married,Craft-repair,White,Male,Mexico,56
29,Private,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,74
26,Private,Some-college,Never-married,Sales,White,Male,United-States,41
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,76
34,Private,HS-grad,Separated,Exec-managerial,White,Female,United-States,34
33,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Black,Female,United-States,52
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,73
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,75
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,United-States,28
21,Private,Some-college,Never-married,Other-service,White,Female,United-States,52
23,Private,Assoc-acdm,Never-married,Other-service,White,Female,United-States,67
30,Private,HS-grad,Never-married,Tech-support,White,Female,United-States,36
46,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,40
38,Self-emp-inc,HS-grad,Never-married,Farming-fishing,White,Male,United-States,77
20,Private,HS-grad,Never-married,Sales,White,Male,United-States,63
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,68
37,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,27
44,Local-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,57
33,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,64
45,Local-gov,Bachelors,Never-married,Exec-managerial,White,Male,United-States,64
47,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,71
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,United-States,30
17,Private,10th,Never-married,Other-service,White,Male,United-States,75
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,Portugal,70
45,Private,Bachelors,Widowed,Prof-specialty,White,Female,United-States,30
37,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,36
44,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,28
55,Local-gov,Masters,Widowed,Prof-specialty,White,Female,United-States,57
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,75
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,54
38,Private,Some-college,Never-married,Adm-clerical,Black,Female,United-States,47
23,Private,Bachelors,Never-married,Handlers-cleaners,White,Female,Cuba,49
35,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,29
18,Private,11th,Never-married,Exec-managerial,White,Male,United-States,70
47,Private,Assoc-voc,Married-civ-spouse,Other-service,White,Male,United-States,60
25,Private,Some-college,Never-married,Prof-specialty,White,Female,United-States,47
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,62
23,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Vietnam,73
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,26
26,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,76
30,Local-gov,Some-college,Never-married,Adm-clerical,White,Male,United-States,54
42,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,44
35,Private,HS-grad,Divorced,Exec-managerial,White,Female,United-States,32
29,Private,Some-college,Separated,Tech-support,White,Female,United-States,29
21,Private,Some-college,Married-spouse-absent,Adm-clerical,White,Female,United-States,35
48,State-gov,Masters,Divorced,Prof-specialty,White,Male,United-States,57
44,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,White,Male,United-States,62
34,Local-gov,9th,Never-married,Other-service,White,Male,United-States,55
19,Private,HS-grad,Never-married,Other-service,White,Female,United-States,70
32,Private,Some-college,Divorced,Craft-repair,White,Male,United-States,71
31,State-gov,Assoc-acdm,Separated,Other-service,Black,Female,United-States,45
25,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,36
47,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Black,Male,United-States,27
46,Federal-gov,11th,Widowed,Adm-clerical,White,Female,United-States,28
18,Private,12th,Never-married,Adm-clerical,White,Male,United-States,28
31,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,29
28,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,75
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,67
33,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,31
41,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,United-States,56
46,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,47
38,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,55
24,Private,Bachelors,Never-married,Sales,White,Male,United-States,47
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,75
60,Federal-gov,Some-college,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,United-States,39
44,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,54
63,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,United-States,52
40,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,60
45,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,48
49,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,30
36,Private,HS-grad,Divorced,Sales,White,Female,United-States,66
65,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,49
41,Private,Bachelors,Widowed,Exec-managerial,White,Male,United-States,52
25,Private,Masters,Separated,Other-service,White,Female,United-States,57
60,Private,Assoc-voc,Widowed,Adm-clerical,White,Male,United-States,32
17,Local-gov,11th,Never-married,Prof-specialty,White,Female,Puerto-Rico,71
28,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Female,United-States,68
31,Private,Assoc-acdm,Never-married,Craft-repair,Other,Male,United-States,77
47,Private,Masters,Never-married,Prof-specialty,White,Female,United-States,67
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,53
51,Private,Bachelors,Never-married,Prof-specialty,White,Male,United-States,48
23,Private,HS-grad,Never-married,Machine-op-inspct,Black,Male,United-States,28
44,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,White,Female,United-States,56
34,Private,HS-grad,Never-married,Exec-managerial,White,Male,United-States,53
19,Private,Some-college,Never-married,Prof-specialty,White,Male,United-States,72
46,State-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,66
30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,China,47
37,Private,10th,Married-civ-spouse,Farming-fishing,White,Male,Mexico,26
56,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,52
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,64
46,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,White,Male,United-States,46
55,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,48
45,Private,Bachelors,Divorced,Sales,White,Male,United-States,42
34,Private,HS-grad,Married-spouse-absent,Handlers-cleaners,White,Male,Guatemala,30
41,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,51
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,64
27,Private,HS-grad,Never-married,Craft-repair,Black,Male,United-States,44
29,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,United-States,67
19,Federal-gov,12th,Never-married,Other-service,White,Female,United-States,63
47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,49
43,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,29
52,Private,Assoc-voc,Separated,Exec-managerial,Black,Female,United-States,26
33,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,White,Male,United-States,68
29,Private,9th,Married-civ-spouse,Transport-moving,White,Male,United-States,73
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,27
23,Private,Some-college,Never-married,Exec-managerial,White,Male,United-States,32
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,56
43,Private,5th-6th,Never-married,Machine-op-inspct,White,Female,Mexico,64
31,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,60
47,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,69
26,Private,HS-grad,Never-married,Adm-clerical,White,Male,United-States,58
58,Local-gov,Some-college,Never-married,Prof-specialty,White,Female,United-States,69
